"","V8","purecontrol_TEMP","purecontrol","relid","success","follow_lfc","fav_plyr","fav_plyr_TEXT","perform18","year_born_1","gender","educ","city_uk_1","pid","shaqiri_11","Milner_1","Klopp_1","tr_intro","tr_failure","tr_success","tr_character","tr_relid","world_cup","improve_lfc_1","improve_lfc_2","improve_lfc_3","improve_lfc_6","improve_lfc_7","improve_lfc_7_TEXT","salah_perform_12","win_lfc","karius","muslims_common","islam_compatible","imm_impact","Q50","brexit","Q48","end","NA.","ID"
"3651","2018-12-16 01:22:15",0,1,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1941,"Man","Secondary school","Liverpool","Labour",4,7,1,NA,NA,NA,NA,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Somewhat likely","Neither agree nor disagree","A little in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",NA,NA,7370
"3652","2018-12-23 01:22:42",0,1,1,1,"Somewhat closely (watch big matches, read news occasionally)","Other (insert name)","Andy Robertson","Somewhat satisfied",1966,"Man","Master’s degree or higher","Coventry","Conservative",7,7,9,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,10228
"3653","2018-12-16 01:21:42",4,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1949,"Man","Secondary school","Ripon","-99",8,9,10,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat agree","-99","-99","","","","",NA,NA,3632
"3654","2018-12-23 01:27:23",4,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1965,"Man","Secondary school","Liverpool","Labour",6,7,9,1,1,NA,NA,1,"Too few","Offense","0","0","0","0","",10,"Somewhat likely","Strongly agree","Nothing in common","Neither","Positive","","No Brexit would be best","",1,NA,529
"3655","2018-12-23 01:35:27",0,1,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Virgil Van Dijk","Very satisfied",1978,"Man","University degree","York","Labour",8,7,10,NA,NA,NA,NA,NA,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Neither agree nor disagree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,5617
"3656","2018-12-23 01:37:29",5,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Sadio Mané","","Somewhat satisfied",1952,"Man","Secondary school","Salford","Conservative",7,8,8,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,7143
"3657","2018-12-23 01:45:45",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1986,"Man","Vocational training","Liverpool","Labour",10,9,10,1,1,NA,1,NA,"Too many","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,750
"3658","2018-12-23 01:57:57",1,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",-99,"Woman","University degree","Chester","Labour",8,9,9,1,NA,1,1,NA,"The right amount","0","0","0","0","Other","Happy with the team as it is",10,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,2306
"3659","2018-12-23 02:00:26",7,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Other (insert name)","Shaqiri","Somewhat satisfied",1963,"Man","Vocational training","Derby","UK Independence Party (UKIP)",9,9,9,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,10916
"3660","2018-12-23 02:00:14",7,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1981,"Woman","Some university","Chester","Labour",8,7,9,1,NA,1,1,NA,"Too few","0","0","0","0","Other","None",9,"Very likely","Somewhat disagree","Nothing in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,3069
"3661","2018-12-23 02:24:00",1,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Not satisfied",1967,"Man","Vocational training","Carlisle","Labour",9,10,10,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Somewhat disagree","A little in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,1616
"3662","2018-12-16 02:29:34",0,1,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1970,"Man","Vocational training","Southampton","None of the above",8,9,10,NA,NA,NA,NA,NA,"The right amount","0","0","0","0","Other","",10,"Very likely","Somewhat disagree","","","","","","",NA,NA,5249
"3663","2018-12-16 02:38:28",4,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1959,"Man","Secondary school","Birmingham","Conservative",8,9,9,1,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,7715
"3664","2018-12-23 03:15:10",1,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1959,"Woman","Secondary school","Glasgow","Labour",8,10,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Somewhat positive","","No Brexit would be best","",1,NA,2994
"3665","2018-12-23 03:14:38",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1969,"Woman","Vocational training","Edinburgh","Labour",8,9,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",8,"Very likely","Strongly disagree","A little in common","Islam is generally compatible with the values of British society","Somewhat positive","","No Brexit would be best","",1,NA,5873
"3666","2018-12-16 03:20:23",5,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Sadio Mané","","Somewhat satisfied",1972,"Woman","Secondary school","Belfast","Conservative",10,6,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",10,"Somewhat likely","Neither agree nor disagree","Nothing in common","Neither","Negative","","Soft Brexit would be best","",NA,NA,835
"3667","2018-12-23 03:41:53",7,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1961,"Woman","Secondary school","Liverpool","Conservative",8,8,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,2784
"3668","2018-12-23 03:49:59",2,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1973,"Man","Master’s degree or higher","Liverpool","Labour",7,7,10,1,NA,1,1,NA,"Too many","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","No Brexit would be best","",1,NA,10366
"3669","2018-12-23 03:55:24",5,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1958,"Woman","Secondary school","Leicester","Liberal Democrat",-99,-99,-99,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",-99,"Very likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,167
"3670","2018-12-23 03:54:35",4,0,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Keita","Very satisfied",1976,"Man","Secondary school","Chester","None of the above",8,9,8,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,6855
"3671","2018-12-23 04:05:24",3,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1965,"Man","Master’s degree or higher","Birmingham","Liberal Democrat",9,8,10,1,1,NA,NA,1,"The right amount","0","0","0","0","Other","More depth in all positions for when best players are off the pitch",9,"Very likely","Somewhat disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Very positive","","No Brexit would be best","",1,NA,9059
"3672","2018-12-23 04:18:03",5,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1971,"Man","Secondary school","Bradford","None of the above",7,9,9,1,1,NA,NA,1,"The right amount","0","0","0","0","Other","Squad depth in defence",10,"Somewhat likely","Strongly agree","A little in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,3296
"3673","2018-12-23 04:24:13",7,0,0,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","James milner","Very satisfied",1962,"Man","Vocational training","Nottingham","UK Independence Party (UKIP)",8,8,10,1,NA,1,1,NA,"Too many","0","0","0","0","Other","Just need that bit of luck",9,"Somewhat likely","Somewhat disagree","A little in common","Islam is generally compatible with the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,8001
"3674","2018-12-16 04:28:13",1,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1957,"Woman","University degree","Liverpool","Conservative",7,8,10,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Strongly agree","A little in common","Don’t know","Positive","","No Brexit would be best","",NA,NA,3264
"3675","2018-12-23 04:41:50",5,0,0,1,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Somewhat satisfied",1968,"Man","Vocational training","Leicester","Conservative",7,8,8,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,6878
"3676","2018-12-23 05:06:34",5,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1966,"Woman","University degree","Glasgow","Scottish National Party",6,9,10,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","Other","Clinical finishing",9,"Very likely","Somewhat disagree","A little in common","Don’t know","Neither positive nor negative","","No Brexit would be best","",1,NA,1332
"3677","2018-12-16 05:10:15",5,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1954,"Man","Vocational training","Londonderry","Other",5,8,9,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",7,"Somewhat likely","Somewhat agree","A little in common","Neither","Somewhat positive","","No Brexit would be best","",NA,NA,10383
"3678","2018-12-23 05:15:53",2,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1952,"Man","Master’s degree or higher","London","Conservative",7,8,10,1,1,NA,NA,1,"Too few","Offense","0","0","0","0","",8,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,5226
"3679","2018-12-23 05:24:04",7,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1947,"Man","Secondary school","Belfast","Other",6,8,9,1,1,NA,1,NA,"Too many","0","0","0","0","Other","Breaking down bus parking",9,"Somewhat likely","Somewhat disagree","A little in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,3602
"3680","2018-12-23 05:45:08",6,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1980,"Man","Secondary school","Liverpool","Labour",7,7,9,1,1,NA,NA,1,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Strongly agree","A little in common","Neither","Positive","","No Brexit would be best","",1,NA,7780
"3681","2018-12-16 06:00:57",3,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1969,"Woman","University degree","London","Labour",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,2645
"3682","2018-12-16 05:58:13",3,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1961,"Man","Secondary school","Chester","Other",8,8,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",10,"Somewhat likely","Somewhat disagree","A little in common","Don’t know","Positive","","Soft Brexit would be best","",NA,NA,7668
"3683","2018-12-23 06:02:05",4,0,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Andy robertson","Somewhat satisfied",1976,"Man","University degree","Liverpool","Labour",7,8,9,1,NA,1,NA,1,"Too few","Offense","0","0","0","0","",7,"Somewhat likely","Strongly agree","A little in common","Neither","Positive","","Hard Brexit would be best","",1,NA,9829
"3684","2018-12-16 06:04:14",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1933,"Man","University degree","Carlisle","Liberal Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,5416
"3685","2018-12-23 06:10:32",0,1,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","VVD","Very satisfied",1965,"Man","Some university","Liverpool","Labour",8,10,10,NA,NA,NA,NA,NA,"The right amount","0","0","0","0","Other","Nothing at the moment , maybe cover incase of injury",10,"Very likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,9541
"3686","2018-12-16 06:10:57",0,1,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1958,"Man","Secondary school","Liverpool","Labour",8,10,10,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",10,"Very likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","","Soft Brexit would be best","",NA,NA,5003
"3687","2018-12-23 06:24:07",6,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1970,"Man","Vocational training","Newcastle upon Tyne","Conservative",7,7,9,1,1,NA,NA,1,"The right amount","0","Defense","0","0","0","",10,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,6554
"3688","2018-12-23 06:36:24",5,0,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Van-Dyk","Very satisfied",1930,"Man","Secondary school","Bath","Labour",8,8,10,1,NA,1,NA,1,"The right amount","0","0","0","Keeping a lead","0","",9,"Very likely","Neither agree nor disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","No Brexit would be best","",1,NA,3895
"3689","2018-12-11 09:12:58",2,NA,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1949,"Woman","Vocational training","Stoke-on-Trent","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,9055
"3690","2018-12-16 07:03:48",5,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1958,"Man","Vocational training","Kingston upon Hull","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,7448
"3691","2018-12-23 07:05:39",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1973,"Man","Secondary school","London","Conservative",8,9,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","","Hard Brexit would be best","",1,NA,10042
"3692","2018-12-23 07:29:23",6,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1973,"Man","Secondary school","Londonderry","None of the above",8,8,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",10,"Very likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","No Brexit would be best","",1,NA,9842
"3693","2018-12-23 07:28:17",6,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Daniel Sturridge","","Very satisfied",1949,"Woman","Vocational training","London","Liberal Democrat",7,9,9,1,NA,1,1,NA,"Too few","0","Defense","0","0","0","",9,"Very likely","Neither agree nor disagree","A little in common","Neither","Positive","","No Brexit would be best","",1,NA,1079
"3694","2018-12-16 07:48:05",6,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1965,"Man","Vocational training","Belfast","Conservative",7,8,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",NA,NA,6582
"3695","2018-12-22 23:35:58",1,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1989,"Man","University degree","London","Labour",8,8,10,1,NA,1,1,NA,"The right amount","Offense","Defense","0","Keeping a lead","0","",8,"Very likely","Somewhat agree","A little in common","Neither","Positive","","No Brexit would be best","",1,NA,6068
"3696","2018-12-16 08:40:02",4,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1940,"Woman","Vocational training","Liverpool","Labour",7,9,10,1,NA,1,NA,1,"Too few","0","Defense","0","0","0","",10,"Somewhat likely","Somewhat agree","A little in common","Neither","Somewhat positive","","Hard Brexit would be best","",NA,NA,3884
"3697","2018-12-23 08:43:14",0,1,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1961,"Man","Some university","Bradford","Conservative",9,9,10,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",8,"Very likely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,6680
"3698","2018-12-23 08:42:47",7,0,0,0,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Very satisfied",1968,"Man","Secondary school","Leicester","Labour",6,8,9,1,1,NA,1,NA,"The right amount","0","0","0","Keeping a lead","0","",7,"Somewhat likely","Strongly agree","A little in common","Don’t know","Somewhat positive","","Hard Brexit would be best","",1,NA,6816
"3699","2018-12-23 08:46:21",5,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1964,"Man","University degree","Derby","Conservative",7,9,10,1,NA,1,NA,1,"The right amount","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,4166
"3700","2018-12-16 08:45:05",5,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1958,"Woman","Secondary school","Liverpool","Labour",9,10,10,1,NA,1,1,NA,"Too few","0","0","0","Keeping a lead","0","",10,"Somewhat likely","Neither agree nor disagree","-99","-99","-99","","No Brexit would be best","",NA,NA,2577
"3701","2018-12-16 08:56:20",0,1,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1970,"Man","Secondary school","Belfast","Other",10,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,2026
"3702","2018-12-23 09:04:41",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1973,"Man","Some university","St Davids","Labour",8,9,9,1,1,NA,1,NA,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Neither agree nor disagree","A little in common","Islam is generally compatible with the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,4516
"3703","2018-12-23 09:10:37",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1965,"Man","University degree","Liverpool","Labour",8,9,9,1,NA,1,NA,1,"Too few","Offense","0","0","0","0","",9,"Somewhat likely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Positive","","Soft Brexit would be best","",1,NA,3342
"3704","2018-12-23 09:16:35",4,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1957,"Man","Vocational training","Brighton and Hove","Labour",8,9,10,1,NA,1,1,NA,"The right amount","0","0","0","0","Other","More goals per game",8,"Very likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,8507
"3705","2018-12-23 09:14:30",5,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1964,"Man","Vocational training","Hereford","None of the above",8,9,9,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Neither agree nor disagree","A little in common","Don’t know","Neither positive nor negative","","Hard Brexit would be best","",1,NA,4371
"3706","2018-12-23 09:18:08",2,0,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Virgil van dyke","Very satisfied",1965,"Man","Secondary school","Lincoln","Conservative",10,10,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","Keeping a lead","0","",10,"Very likely","Neither agree nor disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Very negative","","Hard Brexit would be best","",1,NA,2362
"3707","2018-12-23 09:28:07",7,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Very satisfied",1951,"Man","Vocational training","London","Scottish National Party",7,8,-99,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,1051
"3708","2018-12-23 09:40:14",6,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Very satisfied",1973,"Man","Master’s degree or higher","Cambridge","Conservative",7,8,9,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Somewhat positive","","No Brexit would be best","",1,NA,7721
"3709","2018-12-23 09:48:25",7,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Somewhat satisfied",1965,"Woman","Some university","Durham","Labour",6,8,8,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",7,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,795
"3710","2018-12-23 09:56:38",0,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1981,"Man","Master’s degree or higher","Birmingham","Labour",8,9,10,1,NA,1,NA,1,"Too few","Offense","0","0","0","0","",10,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,1507
"3711","2018-12-16 06:08:00",6,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1939,"Man","Secondary school","Liverpool","Conservative",10,10,10,1,1,NA,1,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Somewhat likely","Strongly agree","Nothing in common","Don’t know","","","","",NA,NA,11377
"3712","2018-12-23 09:56:35",1,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1979,"Man","Secondary school","Liverpool","Labour",7,7,10,1,NA,1,NA,1,"Too many","0","0","Midfield","0","0","",10,"Very likely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,9005
"3713","2018-12-23 10:04:45",1,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1964,"Man","Vocational training","Wakefield","Conservative",8,8,9,1,NA,1,NA,1,"Too few","Offense","0","0","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,3989
"3714","2018-12-16 09:59:34",3,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1965,"Man","Some university","Liverpool","None of the above",8,9,9,1,NA,1,NA,1,"-99","0","0","Midfield","0","0","",7,"Somewhat likely","Neither agree nor disagree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",NA,NA,8914
"3715","2018-12-23 10:26:34",4,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1966,"Man","University degree","Liverpool","Labour",9,9,10,1,NA,1,1,NA,"The right amount","0","Defense","Midfield","0","0","",9,"Very likely","Somewhat disagree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,4819
"3716","2018-12-16 10:32:19",3,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1945,"Woman","University degree","Chester","Conservative",9,9,10,1,1,NA,1,NA,"Too few","0","Defense","0","0","0","",10,"Very likely","Somewhat disagree","A lot in common","Islam is generally compatible with the values of British society","Somewhat negative","","Hard Brexit would be best","",NA,NA,11788
"3717","2018-12-16 10:39:04",3,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1967,"Man","Vocational training","Leeds","UK Independence Party (UKIP)",9,9,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Somewhat unlikely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",NA,NA,10882
"3718","2018-12-23 10:38:45",3,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1963,"Man","Secondary school","Lincoln","Conservative",10,10,10,1,NA,1,1,NA,"Too few","-99","-99","-99","-99","-99","",10,"Very likely","Strongly disagree","A lot in common","Don’t know","Neither positive nor negative","","Soft Brexit would be best","",1,NA,7060
"3719","2018-12-23 10:49:30",3,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1974,"Man","University degree","London","Liberal Democrat",8,7,8,1,1,NA,NA,1,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Somewhat positive","","Soft Brexit would be best","",1,NA,646
"3720","2018-12-23 11:09:09",4,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1963,"Man","Secondary school","Kingston upon Hull","Conservative",8,8,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,11786
"3721","2018-12-16 11:13:58",5,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1952,"Woman","Primary school","Dundee","Scottish National Party",-99,-99,10,1,1,NA,1,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,3100
"3722","2018-12-23 11:18:19",4,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1967,"Woman","Master’s degree or higher","Liverpool","Labour",8,7,10,1,1,NA,NA,1,"Too few","0","0","0","Keeping a lead","0","",10,"Very likely","Strongly agree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,5225
"3723","2018-12-13 07:58:56",2,NA,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1962,"Man","Secondary school","Lincoln","Conservative",7,8,9,NA,NA,NA,NA,NA,"The right amount","Offense","0","0","0","0","",9,"Very likely","Somewhat agree","Nothing in common","Neither","Somewhat negative","","Hard Brexit would be best","",NA,NA,4097
"3724","2018-12-23 11:24:26",4,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1959,"Woman","Vocational training","Liverpool","Labour",8,8,10,1,NA,1,1,NA,"Too few","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat disagree","A little in common","Neither","Neither positive nor negative","","Soft Brexit would be best","",1,NA,8852
